sku,distribution_center_id,brand,retail_price,name,category,cost,department,id
B0285CBF334BE23BE58E7FF353AF1AF2,8,Example Brand 11,57.9900016784668,Example Product 8050,Clothing Sets,35.6058608720129,Women,8050
93C83A131FA0FD208E161910A17519C4,8,Example Brand 1,120.0,Example Product 8052,Clothing Sets,80.27999952435493,Women,8052
1A07BCC79F21590B3ED2622D5807BDD0,8,Example Brand 75,129.0,Example Product 8041,Clothing Sets,81.65699968859553,Women,8041
5588902A8054F6E22ED3484C140FFC62,8,Example Brand 79,59.0,Example Product 8044,Clothing Sets,38.93999978899956,Women,8044
A9B94E2E91EE1DAE4106F72C3E48880E,8,Example Brand 8,57.9900016784668,Example Product 8049,Clothing Sets,34.0981207432571,Women,8049
DFCCDB8B1CC7E4DAB6D33DB0FEF12B88,8,Example Brand 9,62.9900016784668,Example Product 8053,Clothing Sets,37.91998089029312,Women,8053
704CDDC91E28D1A5517518B2F12BC321,8,Example Brand 77,129.0,Example Product 8045,Clothing Sets,76.4969995636493,Women,8045
444B0D9A802792791BB9A2DA568B463D,8,Example Brand 12,62.9900016784668,Example Product 8055,Clothing Sets,38.29792084498509,Women,8055
EE492A6C8F567FB3100B7DC9D3600CBE,8,Example Brand 76,69.0,Example Product 8062,Clothing Sets,46.09199984371662,Women,8062
5BD529D5B07B647A8863CF71E98D651A,8,Example Brand 78,129.0,Example Product 8043,Clothing Sets,76.75499960593879,Women,8043
48DFB0E62EF53DC160C26788433C2D1A,8,Example Brand 10,57.9900016784668,Example Product 8048,Clothing Sets,37.63551088539302,Women,8048
8D1F1AAC0DD8A76B49E8BBDDA0C7C98C,9,Example Brand 31,147.1300048828125,Example Product 8063,Clothing Sets,86.9538326138836,Women,8063
544DEFA9FDDFF50C53B71C43E0DA72BE,9,Example Brand 9,105.0,Example Product 8040,Clothing Sets,60.584999565035105,Women,8040
8F4D94FA779CB6B74225A9E26C700A39,9,Example Brand 10,111.0,Example Product 8061,Clothing Sets,69.81899965927005,Women,8061
319BE2A70DD4B557266C6CA2C20F6DA7,9,Example Brand 10,34.5,Example Product 8032,Clothing Sets,21.01049990952015,Women,8032
E382F91E2C82C3853AEB0D3948275232,9,Example Brand 9,39.9900016784668,Example Product 8059,Clothing Sets,25.75356098201364,Women,8059
67038AAA05FFAC51830CFFB04441F8C3,9,Example Brand 8,70.0,Example Product 8031,Clothing Sets,42.979999808594584,Women,8031
5EE5605917626676F6A285FA4C10F7B0,9,Example Brand 1,75.0,Example Product 8058,Clothing Sets,43.649999890476465,Women,8058
A1C9A80B51FB1A982B13329A1DC58F95,1,Example Brand 1,45.0,Example Product 15981,Plus,20.429999995976686,Women,15981
2075C1DD62A44CB74DF76E63F4D7E331,1,Example Brand 2,50.0,Example Product 15810,Plus,23.849999997764826,Women,15810
8C2290E2857508C014BFD88BAAAEFBBC,1,Example Brand 1,28.0,Example Product 15978,Plus,12.739999949932098,Women,15978
E36078A8311F5FB8C4D43F2853552D04,1,Example Brand 1,10.989999771118164,Example Product 15664,Plus,5.538959886731543,Women,15664
20B3C39862CA1F0E8A12A96218615351,1,Example Brand 1,7.949999809265137,Example Product 15908,Plus,4.2055498924672605,Women,15908
94F491D64DB64528E89B11ED64734E8C,1,Example Brand 1,4.579999923706055,Example Product 15432,Plus,2.1251199716973304,Women,15432
D999AC77EC9C98BD436D1016A6A8276A,1,Example Brand 1,36.9900016784668,Example Product 15955,Plus,17.829180837683083,Women,15955
23676D53987033371F526C5C6EB56150,1,Example Brand 1,43.9900016784668,Example Product 15534,Plus,21.511110823392272,Women,15534
530EBDEB0491C0459E00298FCDB3A2BD,1,Example Brand 1,9.989999771118164,Example Product 15577,Plus,4.885109888672233,Women,15577
F4A75336B061F291B6C11F5E4D6EBF7D,1,Example Brand 3,58.0,Example Product 15517,Plus,26.274000093340874,Women,15517
586691F81045EBFE99049A8A8E43EA2E,1,Example Brand 3,44.0,Example Product 15772,Plus,21.251999959349632,Women,15772
1471A8E08C604E589E04339B320DEEB8,1,Example Brand 1,13.989999771118164,Example Product 15510,Plus,6.33746991883099,Women,15510
1105D4E261B6276BC278026B729386D6,1,Example Brand 2,23.760000228881836,Example Product 15613,Plus,13.06800014358759,Women,15613
7A50F770E0E910D3BEFFD653F7C4197E,1,Example Brand 1,79.0,Example Product 15364,Plus,39.816000015009195,Women,15364
33F976ECA39CCCF5A14627FC9F6CF1B9,1,Example Brand 1,17.950000762939453,Example Product 15868,Plus,8.113400337359309,Women,15868
C5B3966BD2D4C690DA368B3ECBECE868,1,Example Brand 2,62.0,Example Product 15637,Plus,33.666000090539455,Women,15637
773E3C5180B1C11C54105DEB682A6E21,1,Example Brand 1,12.0,Example Product 15636,Plus,6.300000004470348,Women,15636
4855678CA8B08B092AB353309336DB8A,1,Example Brand 1,38.0,Example Product 15811,Plus,17.63200005888939,Women,15811
679635E8EFE21E055AE3693F6145F298,1,Example Brand 3,36.2400016784668,Example Product 15718,Plus,17.250240791389942,Women,15718
A3FC55E5FCBB7EFEEBD787168151BB2D,1,Example Brand 1,49.9900016784668,Example Product 15774,Plus,23.495300822400303,Women,15774
F4D1F9E7D8C4235AD52D48B2F213CC38,1,Example Brand 1,12.989999771118164,Example Product 15690,Plus,6.858719890377223,Women,15690
579BB1D9CAFD92B8D307A8C6943DC0AA,1,Example Brand 1,54.0,Example Product 15442,Plus,25.487999953329563,Women,15442
C7DEC8E09376BF8E859D022AC42037B6,1,Example Brand 4,8.0,Example Product 15545,Plus,4.2560000121593475,Women,15545
F6A81F703854985705A0CC479D221282,1,Example Brand 3,19.989999771118164,Example Product 15797,Plus,9.09544986011386,Women,15797
84B2D2DB48FF54A74FB6E067F5D18E4E,1,Example Brand 3,6.989999771118164,Example Product 15926,Plus,3.32024988867715,Women,15926
0215373E47004D8BB98390BFA226FCDF,1,Example Brand 1,51.5,Example Product 15417,Plus,23.844499975442886,Women,15417
83D105393B3A4B74600680DECA304E97,1,Example Brand 1,21.350000381469727,Example Product 15651,Plus,11.315500187862664,Women,15651
F0B57183DA91A7972B2B3C06B0DB5542,1,Example Brand 1,47.9900016784668,Example Product 15707,Plus,26.20254092073351,Women,15707
D7A6170FCD40C9D43BE7EB83295B0324,1,Example Brand 1,69.0,Example Product 15895,Plus,34.84499999228865,Women,15895
151EA8C2D98CE89C2336324C11B1E107,1,Example Brand 2,5.949999809265137,Example Product 15816,Plus,3.1772999091416594,Women,15816
4AB4E72CF6FF12F804DF153CD2563372,1,Example Brand 1,64.5,Example Product 15475,Plus,34.958999963477254,Women,15475
BD78D16EDE6CE1FBDFC2A648C943AF72,1,Example Brand 1,198.0,Example Product 15699,Plus,97.8119999896735,Women,15699
13D85714AC4F21ECDA59310B6A11CB92,1,Example Brand 1,37.9900016784668,Example Product 15425,Plus,18.805050835086778,Women,15425
569B9E02209E3BB5F1798F51E078102C,1,Example Brand 1,29.5,Example Product 15666,Plus,15.959500033408403,Women,15666
696F61D7A31EDD36AA11414DB3BA2854,1,Example Brand 2,19.989999771118164,Example Product 15670,Plus,10.174909875754416,Women,15670
8EC7FF1AC324A4BED44CC51D362E5B94,1,Example Brand 2,37.9900016784668,Example Product 15345,Plus,19.260930859191046,Women,15345
1475B0B5094E6F4F7DFC284649259195,1,Example Brand 1,39.9900016784668,Example Product 15607,Plus,21.754560903551578,Women,15607
6984FBA75D83F56682B0329C93E651DF,1,Example Brand 6,91.8499984741211,Example Product 15750,Plus,45.00649927284941,Women,15750
66A1942CFAD91FF0EE99DAF86E674D55,1,Example Brand 1,50.0,Example Product 15284,Plus,25.749999983236194,Women,15284
AD67121C769F2435B84CB30F1086A520,1,Example Brand 3,8.0,Example Product 15909,Plus,4.079999998211861,Women,15909
073C83FB6A5532256C1F33F207330684,1,Example Brand 1,34.9900016784668,Example Product 15584,Plus,18.75464084543347,Women,15584
520A4A78C0A273D6505CC3970F556450,1,Example Brand 2,92.69999694824219,Example Product 15806,Plus,48.48209840807468,Women,15806
4A5B76E7170DF685ED8B75C7DACCE268,1,Example Brand 1,11.989999771118164,Example Product 15780,Plus,6.474599865683913,Women,15780
FEF56CAE0DFBABEDEADB64BF881AB64F,1,Example Brand 4,129.99000549316406,Example Product 15554,Plus,63.045152707767116,Women,15554
F02B3153B7CD94C63D06ACA54CB1E6E6,1,Example Brand 1,69.94999694824219,Example Product 15437,Plus,32.386848553681375,Women,15437
E7D755D1AEF5D1CEEB803E20063A334C,1,Example Brand 2,15.989999771118164,Example Product 15862,Plus,8.04296988528941,Women,15862
63894CE404B8C652915C41EF8B879D20,1,Example Brand 1,6.25,Example Product 15674,Plus,3.1062499998370185,Women,15674
08C3F0A75275393E5A8DFEB7C6E32BAE,1,Example Brand 2,21.989999771118164,Example Product 15429,Plus,10.401269876338095,Women,15429
EB484FCED33F6D6DEE921F3F7A4F9ACA,1,Example Brand 1,12.949999809265137,Example Product 15724,Plus,5.840449930574,Women,15724
1AA7690E43A5471B7344591DF7AFB611,1,Example Brand 4,67.98999786376953,Example Product 15950,Plus,33.17911895042762,Women,15950
E92C58A6493EFCB1F0E995C58A60B620,1,Example Brand 1,25.40999984741211,Example Product 15381,Plus,12.882869928128198,Women,15381
94BC2D7BDE46C9DF3A2647A6C78144C0,1,Example Brand 1,19.950000762939453,Example Product 15922,Plus,9.735600370233506,Women,15922
52FB73872F43BCA8997114B07211F53B,1,Example Brand 1,22.950000762939453,Example Product 15802,Plus,10.947150362896174,Women,15802
7737A2600285AFE739FC99B6F0E9FD97,1,Example Brand 1,3.5,Example Product 15917,Plus,1.6379999946802855,Women,15917
2E64B43AE33B6A9C6718E03B11F7F24C,1,Example Brand 1,21.989999771118164,Example Product 15273,Plus,11.192909874979556,Women,15273
FC5E676F4E53D22979FFB2172A4CFF7F,1,Example Brand 7,84.26000213623047,Example Product 15678,Plus,39.09664112179041,Women,15678
2FEC3A0CBF3856FBCD22A3BAFC9EE8DB,1,Example Brand 1,25.0,Example Product 15814,Plus,12.05000001937151,Women,15814
2A232FCE8107A69A090FBA557C8292BC,1,Example Brand 5,178.0,Example Product 15621,Plus,97.0100003182888,Women,15621
7C2AF8B8038C80B68190402368AFD913,1,Example Brand 5,24.989999771118164,Example Product 15658,Plus,11.345459893853366,Women,15658
349F259C872C43D1EA241BA414C5B70B,1,Example Brand 1,22.0,Example Product 15448,Plus,11.85800001770258,Women,15448
3BEEAB85046CA201D73BB9D129BCFC3F,1,Example Brand 1,25.899999618530273,Example Product 15985,Plus,11.784499780118466,Women,15985
6BE0FC6D398B58E837E9ED93A6342A46,1,Example Brand 1,18.989999771118164,Example Product 15933,Plus,8.906309902275503,Women,15933
C4C991C9060046F09535273EF0F126FD,1,Example Brand 1,14.0,Example Product 15928,Plus,7.30799999833107,Women,15928
16449CDD169D248C891506AC8628480D,1,Example Brand 2,22.989999771118164,Example Product 15394,Plus,12.18469986327663,Women,15394
B069F422014BEF78E113594795F58B71,1,Example Brand 1,27.200000762939453,Example Product 15859,Plus,13.219200359034538,Women,15859
8928157317A66F146E4F2D5617537336,1,Example Brand 2,19.989999771118164,Example Product 15872,Plus,9.175409872304797,Women,15872
CE738ADF821B780CFCDE4100E633E51A,1,Example Brand 1,8.989999771118164,Example Product 15264,Plus,4.450049887708202,Women,15264
196268D973FE71025E5E9A9B6EF4C6F1,1,Example Brand 2,6.949999809265137,Example Product 15600,Plus,3.196999918475747,Women,15600
DFF224F2F1F589649628AF6869B44C82,1,Example Brand 1,84.0,Example Product 15631,Plus,45.27600006759167,Women,15631
71F58DC2F5A3D2BE62F3F85625FF0BDA,1,Example Brand 2,10.989999771118164,Example Product 15970,Plus,5.407079883214161,Women,15970
D71ABBCC8FBB80BCFA7E373DD48B4E2A,2,Example Brand 6,32.0,Example Product 15352,Plus,14.559999942779541,Women,15352
C8EE2CCE3E6BC0A3DB40DD08EBCB1B58,2,Example Brand 1,22.950000762939453,Example Product 15461,Plus,11.038950380995125,Women,15461
96B0548661234C39AC2A02872F8CFCB2,2,Example Brand 15,34.0,Example Product 15767,Plus,17.339999992400408,Women,15767
0D056CB65729981066D83AD9EA7E7325,2,Example Brand 1,23.0,Example Product 15900,Plus,11.38500000257045,Women,15900
F828F1F06BBC62FE4540CDCC823D401F,2,Example Brand 2,66.20999908447266,Example Product 15665,Plus,31.449749540459365,Women,15665
6B77B8385D6B9A7FE05DF9B0AFC03EAE,2,Example Brand 2,59.0,Example Product 15833,Plus,28.496999945491552,Women,15833
EC56522BC9C2E15BE17D11962EEEC453,2,Example Brand 21,140.0,Example Product 15522,Plus,64.53999988734722,Women,15522
963859B79A359C0A74EF4210CFCEB5D6,2,Example Brand 1,30.0,Example Product 15433,Plus,15.42000001296401,Women,15433
DBE1A0A2C9BD9241B3499318BF96F756,2,Example Brand 6,42.9900016784668,Example Product 15536,Plus,21.4950008392334,Women,15536
72D5065B689D9E7BD75C71A62F1D5D55,2,Example Brand 18,9.65999984741211,Example Product 15457,Plus,5.18741992266655,Women,15457
3284B792F98B28E27B5264D87BC77F36,2,Example Brand 1,36.0,Example Product 15514,Plus,16.991999968886375,Women,15514
7F4534D3D5603768080DD311670F6945,2,Example Brand 2,32.0,Example Product 15778,Plus,15.07200002670288,Women,15778
9EFA87E164995A7743ECA9AD63029FA4,2,Example Brand 7,38.400001525878906,Example Product 15487,Plus,20.313600775146483,Women,15487
6B4BDBF0CB26F03C220023AA46C75ADB,2,Example Brand 1,20.0,Example Product 15673,Plus,9.859999995678663,Women,15673
E3524B4D458E3625BEFDE27F60809F34,2,Example Brand 14,15.949999809265137,Example Product 15657,Plus,7.512449923473596,Women,15657
57D2108C6EFD565D5BD6B27E4C7E747A,2,Example Brand 4,8.0,Example Product 15728,Plus,3.856000006198883,Women,15728
439FF88D1D3E5284A51F00031FEF3034,2,Example Brand 1,62.0,Example Product 15977,Plus,30.937999997055158,Women,15977
17B525960417571DC1220766BBCED337,2,Example Brand 3,50.0,Example Product 15295,Plus,27.30000000447035,Women,15295
4B0A618DB23379C7C77F818CF569050D,2,Example Brand 8,25.0,Example Product 15938,Plus,12.225000001490116,Women,15938
3259448026472BF01C91B755D70608DC,2,Example Brand 1,1.8200000524520874,Example Product 15332,Plus,0.8918000261083245,Women,15332
234E0DA3190B84BE38761DD88D5BBD80,2,Example Brand 3,39.9900016784668,Example Product 15980,Plus,19.83504082492184,Women,15980
C7194685A175F368541EC160792B2A7C,2,Example Brand 12,20.950000762939453,Example Product 15412,Plus,11.354900401650369,Women,15412
FB506FFC6E2E1C236F9B26DCB5DCC862,2,Example Brand 16,20.950000762939453,Example Product 15251,Plus,11.061600420938433,Women,15251
D53078261F27982D80C780D7A251F6F1,2,Example Brand 1,104.0,Example Product 15460,Plus,53.87199991941452,Women,15460
64600A36D09F49609C7D141E575597B4,2,Example Brand 3,19.950000762939453,Example Product 15556,Plus,9.695700362167507,Women,15556
80418728F131FF0A2B48614529FBF9F3,2,Example Brand 2,13.970000267028809,Example Product 15854,Plus,7.292340137723684,Women,15854
0A409F659E62BE4AA3778846ED01DEEA,2,Example Brand 4,18.0,Example Product 15350,Plus,9.881999976933002,Women,15350
B4930AD58EFBBDE24D596A387E89ADF9,2,Example Brand 17,174.9499969482422,Example Product 15285,Plus,80.47699875260889,Women,15285
65DFA16BA6DE9BDB34EA435C9FE2A425,2,Example Brand 33,83.76000213623047,Example Product 15439,Plus,38.027040962359905,Women,15439
3ACA6CC84657B8D0B2F42C3821CE0BA6,2,Example Brand 2,46.0,Example Product 15462,Plus,22.58600001782179,Women,15462
80677A46C7411D17A8A88878C0E5DB33,2,Example Brand 1,8.5,Example Product 15685,Plus,4.572999989613891,Women,15685
F08C64512C2CE6B9642B58563E9C029B,2,Example Brand 3,7.0,Example Product 15547,Plus,3.4019999969750643,Women,15547
0C03CE4CBBAE680F46362DD24207E254,2,Example Brand 11,15.949999809265137,Example Product 15589,Plus,7.512449923473596,Women,15589
1EF619E8DB0FBDDA6140EC29412B3BA0,2,Example Brand 10,34.0,Example Product 15532,Plus,15.640000030398369,Women,15532
CB5E167492BE00A8D04FFF1532FD0EC4,2,Example Brand 15,34.0,Example Product 15726,Plus,17.476000014692545,Women,15726
437D432E126269160C1CC4E0FC72F1EE,2,Example Brand 4,28.799999237060547,Example Product 15347,Plus,15.667199578094483,Women,15347
1BDB197430D132E1C98805DEB596CAF2,2,Example Brand 1,11.989999771118164,Example Product 15698,Plus,6.342709868916273,Women,15698
0FCBC3C0CF262C771001930AF2406BBC,2,Example Brand 6,33.95000076293945,Example Product 15272,Plus,16.77130037512146,Women,15272
87063C3B3376E86A570C9B34334CDA1C,2,Example Brand 1,27.950000762939453,Example Product 15857,Plus,14.254500382851809,Women,15857
AD5D64641D6CF8AB8E65E94A247918B4,2,Example Brand 4,9.5,Example Product 15476,Plus,5.1679999977350235,Women,15476
898DD2AB046B0799B69B6E57DD227554,2,Example Brand 1,23.950000762939453,Example Product 15568,Plus,10.993050323066115,Women,15568
07B95840D88E2F1C033865FBA89F624B,2,Example Brand 6,38.0,Example Product 15427,Plus,18.164000004529953,Women,15427
A20806B3C15EA015AFEFCF7E0800E978,2,Example Brand 2,27.950000762939453,Example Product 15697,Plus,13.91910037728874,Women,15697
65E3ABE9DBA669B71F871883DB27A272,2,Example Brand 1,29.0,Example Product 15748,Plus,15.254000015556812,Women,15748
91BFEBE18C6B8925DAC99D884B080C6D,2,Example Brand 2,209.0,Example Product 15333,Plus,97.60300003737211,Women,15333
EBD75B8970E12771B1AAB92EB59CF0C2,2,Example Brand 23,136.27000427246094,Example Product 15256,Plus,66.77230212396458,Women,15256
AD22E184C6CDFB585AD39195D1905ACD,2,Example Brand 25,147.6300048828125,Example Product 15529,Plus,72.04344236741349,Women,15529
429B5C14C4ECC85DE7981DA4090EB68F,2,Example Brand 1,26.989999771118164,Example Product 15808,Plus,12.442389872767627,Women,15808
07088553C7D6C0440EAA1567FEBDA186,2,Example Brand 5,36.0,Example Product 15875,Plus,17.531999990344048,Women,15875
8CC9DB4E58F997F9AC4CD4DCE9B06D3B,2,Example Brand 13,36.0,Example Product 15599,Plus,17.423999972641468,Women,15599
039B598AAC0DB8CF2C78F97F06EFBDAA,2,Example Brand 3,18.989999771118164,Example Product 15910,Plus,10.102679907098114,Women,15910
6473275BEA530D628855E20736B9AEB6,2,Example Brand 1,9.960000038146973,Example Product 15963,Plus,5.418240018377304,Women,15963
475820C2296DC914143683E9EDBCE43B,2,Example Brand 5,97.94999694824219,Example Product 15906,Plus,46.23239847491533,Women,15906
773DE9EA713363557C90891DEDDEA6C8,2,Example Brand 7,85.0,Example Product 15775,Plus,45.64500004053116,Women,15775
7D49EEEDFB19F1AAAC0BC4F12E74D8B1,2,Example Brand 15,86.51000213623047,Example Product 15890,Plus,45.50426117006481,Women,15890
A2A750FF64F34C66249D0F7D3DD42004,2,Example Brand 18,36.0,Example Product 15482,Plus,16.379999935626984,Women,15482
54BCA824F5FA890E036FB9191BCDC324,2,Example Brand 1,175.0,Example Product 15359,Plus,82.77499987743795,Women,15359
754B8FDE508BE74748BB02907C2409D9,2,Example Brand 2,16.950000762939453,Example Product 15632,Plus,9.186900403915345,Women,15632
3C4DBCA5FA732D03EFB4B0A88A837B29,2,Example Brand 12,30.0,Example Product 15761,Plus,15.599999986588955,Women,15761
4D6A0E7E466E151B0A886D2F027183C1,2,Example Brand 1,33.97999954223633,Example Product 15913,Plus,16.684179788402915,Women,15913
767D3DD25ED652D33FA7743C0C2400FA,2,Example Brand 7,22.950000762939453,Example Product 15695,Plus,10.717650360396505,Women,15695
B7125FC1D0793129C383E8C4B0DADC83,2,Example Brand 1,34.0,Example Product 15721,Plus,18.326000027358532,Women,15721
B33AB78DC0E9072A05258918507B3E6F,2,Example Brand 2,44.9900016784668,Example Product 15382,Plus,23.484780870796442,Women,15382
25DD30AE03E63FAA6B82D5A6A8DADFF4,2,Example Brand 16,34.0,Example Product 15616,Plus,18.35999996960163,Women,15616
13B84E27AE884AD0A24D817D23B75BE0,2,Example Brand 1,12.989999771118164,Example Product 15602,Plus,6.6378898822671175,Women,15602
2A3C550CC7E86E943696EE0529620811,2,Example Brand 6,25.0,Example Product 15538,Plus,13.525000028312206,Women,15538
F32094203D9E03C8D1340050A9DDDFC6,2,Example Brand 11,38.52000045776367,Example Product 15336,Plus,18.797760219370723,Women,15336
BA1CCF0271BA8FB4766DB5C608F1012A,2,Example Brand 16,34.0,Example Product 15369,Plus,18.3940000385046,Women,15369
23CCC3A27687BB9C79F1EBC0EEB15BBD,2,Example Brand 5,15.0,Example Product 15591,Plus,8.145000021904707,Women,15591
37007545A7ABC397017002FC9A713EA2,2,Example Brand 8,18.0,Example Product 15328,Plus,8.423999972641468,Women,15328
DBB77B62AE881389D42BC4B906066292,2,Example Brand 7,46.0,Example Product 15301,Plus,21.48200000822544,Women,15301
E44956A0A9118D2BFE39F3483F57DB37,2,Example Brand 13,19.0,Example Product 15837,Plus,9.841999985277653,Women,15837
DA04E7275D1E3A97F9DFF39F2340FB86,2,Example Brand 1,139.99000549316406,Example Product 15624,Plus,75.31462278426915,Women,15624
ACF73DF8E44ED30BADB8A834A87F7E94,2,Example Brand 27,102.9000015258789,Example Product 15374,Plus,55.36020069518983,Women,15374
673B0A8F69F725746A7855824C7DA178,2,Example Brand 8,25.0,Example Product 15380,Plus,11.55000003054738,Women,15380
2F4E2FE0D640B5ECA5EAA6DE05759928,2,Example Brand 15,17.049999237060547,Example Product 15266,Plus,7.825949630501867,Women,15266
DF74C9FF1542F1574271E759B260543F,2,Example Brand 7,34.0,Example Product 15782,Plus,15.402000054717064,Women,15782
4F47F68C8AD4792D404D2FF5E57C97BA,2,Example Brand 2,104.01000213623047,Example Product 15423,Plus,48.0526211140278,Women,15423
680EE49E28834678A71BB58C41F3EC62,2,Example Brand 10,182.0,Example Product 15880,Plus,91.72800003457814,Women,15880
C80743F12DE3498A6CF0D7D10E732233,2,Example Brand 4,9.989999771118164,Example Product 15983,Plus,4.675319877699316,Women,15983
3F26DE5213216FE4C8A797B1AD68D771,2,Example Brand 9,44.9900016784668,Example Product 15597,Plus,22.674960854494906,Women,15597
F9BD58E0AE7969A7C78E417FCBFEFF51,2,Example Brand 3,96.5,Example Product 15320,Plus,50.469500004313886,Women,15320
C60A617F9800BF968672BDA753787D99,2,Example Brand 3,18.420000076293945,Example Product 15902,Plus,9.928380055944324,Women,15902
971BBE989AD132E834B0CCB3F32E92EE,2,Example Brand 1,18.899999618530273,Example Product 15277,Plus,9.714599812091887,Women,15277
9FC36FA768A74FA93D3EE7BF57B1392C,2,Example Brand 3,34.0,Example Product 15539,Plus,15.708000041544437,Women,15539
36C8D2B3E0A29251E74FAB7BFE5931AB,2,Example Brand 2,16.75,Example Product 15937,Plus,8.49225000361912,Women,15937
CB14ACF78723BECD7023F4F56027CECE,2,Example Brand 1,73.70999908447266,Example Product 15766,Plus,37.22354952942096,Women,15766
FD37F7A1DFA1DA556FF42338D7F27186,2,Example Brand 1,10.489999771118164,Example Product 15927,Plus,4.762459895149767,Women,15927
2E310F292C162DECE16E5936FFDE36E8,2,Example Brand 2,12.0,Example Product 15243,Plus,6.192000009119511,Women,15243
E3A12E198D15821A8FCF98714770BB57,2,Example Brand 8,36.0,Example Product 15344,Plus,16.704000055789948,Women,15344
128482B5773C09ED87E7630FD24D9E6F,2,Example Brand 2,8.75,Example Product 15655,Plus,4.5762500003911555,Women,15655
DF46E19EFFFE9C4CD3E8808359AA8C8A,2,Example Brand 2,25.0,Example Product 15500,Plus,13.750000018626451,Women,15500
5108E042CED536F8FA5EB057144E3BCD,2,Example Brand 2,36.0,Example Product 15268,Plus,18.072000003419816,Women,15268
5B46370C9FD40A27CE2B2ABC281064DE,2,Example Brand 4,20.950000762939453,Example Product 15396,Plus,11.2082504112944,Women,15396
FBA5064090A88310B6E0984E0DE1939D,2,Example Brand 1,48.0,Example Product 15325,Plus,22.080000042915344,Women,15325
666448E909901D786F4016828C1312C9,2,Example Brand 13,99.6500015258789,Example Product 15297,Plus,51.12045080950409,Women,15297
3FC703661503434D7524267DFDD3E668,2,Example Brand 5,36.0,Example Product 15306,Plus,18.072000003419816,Women,15306
AFAB9E1401C7C4B559E2723ADD38E05A,2,Example Brand 1,10.5,Example Product 15949,Plus,4.745999995619059,Women,15949
35068FBF1EC706142E1F75FA23EE1995,2,Example Brand 1,8.949999809265137,Example Product 15282,Plus,4.5555498994484545,Women,15282
06B5F6218CC47F55B40A9C165B39C10B,2,Example Brand 3,16.489999771118164,Example Product 15711,Plus,7.568909876268506,Women,15711
A998754D6441BC4E70A39A229111D6A7,2,Example Brand 6,119.37999725341797,Example Product 15770,Plus,65.30085830549837,Women,15770
5EF9F5AE91440A6E6CB56E870819466A,2,Example Brand 19,142.94000244140625,Example Product 15984,Plus,76.61584108707666,Women,15984
484A22444687F29DDF8764BF82C1A9C0,2,Example Brand 7,16.5,Example Product 15418,Plus,8.398499993607402,Women,15418
FC133194812B3983D793D362C4FE97E7,2,Example Brand 17,34.0,Example Product 15794,Plus,18.4279999807477,Women,15794
